site,lat,lng,zip,name,address,phone,email,web
"Brewersfayre","53.052612","-2.246611","ST5 7EH","The Redwood","Talke Road, Red Street, Newcastle-Under-Lyme, ST5 7EH","","","https://www.brewersfayre.co.uk//en-gb/locations/staffordshire/the-redwood"
"Brewersfayre","51.682654","-4.175169","SA15 4SG","The Sandpiper","Sandpiper Road, Llanelli, Carmarthenshire, SA15 4SG","","","https://www.brewersfayre.co.uk//en-gb/locations/carmarthenshire/the-sandpiper"
"Brewersfayre","52.433513","-1.398032","CV7 9JP","The Sparrow","Coombe Fields Road, Ansty, Coventry, CV7 9JP","","","https://www.brewersfayre.co.uk//en-gb/locations/warwickshire/the-sparrow"
"Brewersfayre","52.026653","1.207155","IP3 9SS","The Swallow","3 Augusta Close, Ipswich, Suffolk, IP3 9SS","","","https://www.brewersfayre.co.uk//en-gb/locations/suffolk/the-swallow"
"Brewersfayre","53.185040","-2.855995","CH3 5PR","The Twirl of Hay","Caldy Valley Road, Boughton, Chester, CH3 5PR","","","https://www.brewersfayre.co.uk//en-gb/locations/cheshire/the-twirl-of-hay"
"Brewersfayre","53.487769","-1.495597","S75 3DL","The Wentworth","Maple Road, Tankersley, Barnsley, South Yorkshire, S75 3DL","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/the-wentworth"
"Brewersfayre","51.417409","-2.587152","BS14 0HR","The Wessex Flyer","Hengrove Leisure Park, Hengrove Way, Bristol, BS14 0HR","","","https://www.brewersfayre.co.uk//en-gb/locations/bristol/the-wessex-flyer"
"Brewersfayre","54.911276","-1.455356","SR5 3HR","The Wessington","Wessington Way, Castletown, Sunderland, SR5 3HR","","","https://www.brewersfayre.co.uk//en-gb/locations/sunderland/the-wessington"
"Brewersfayre","50.886744","0.55069","TN37 7DB","The Windmill","1 John Macaddam Way, St Leonards On Sea, Hastings, TN37 7DB","","","https://www.brewersfayre.co.uk//en-gb/locations/sussex/the-windmill"
"Brewersfayre","53.420262","-2.59891","WA2 8RN","The Winwick Quay","Winwick Road, Winwick Quay Ind. Estate, Warrington, WA2 8RN","","","https://www.brewersfayre.co.uk//en-gb/locations/cheshire/the-winwick-quay"
"Brewersfayre","50.762074","-1.616707","SO41 0FN","Three Bells","Silver Street, Hordle, Lymington, SO41 0FN","","","https://www.brewersfayre.co.uk//en-gb/locations/hampshire/three-bells"
"Brewersfayre","54.638653","-1.68756","DL14 9AP","Tindale Crossing","West Auckland Road, Bishop Auckland, County Durham, DL14 9AP","","","https://www.brewersfayre.co.uk//en-gb/locations/county-durham/tindale-crossing"
"Brewersfayre","51.701680","-3.419224","CF44 0AH","Tirfounder Fields","Riverside Retail Park, Cwmbach, Aberdare, CF44 0AH","","","https://www.brewersfayre.co.uk//en-gb/locations/rhondda-cynon-taff/tirfounder-fields"
"Brewersfayre","53.260865","-2.978191","CH66 9PD","Tudor Rose","Parkgate Road, Ledsham, Ellesmere Port, CH66 9PD","","","https://www.brewersfayre.co.uk//en-gb/locations/wirral/tudor-rose"
